mac-address,name,password,email,gender
aebc18a8fa7b6c16ec7111cb7d399a588ed56116,Adriana Lam,zxcvbn1753,adriana.lam.2016@sis.smu.edusg,F
e10c64988dc831337ae837ab04d425f337e2c524,Adrienne Lam,zxcvbn1754,adrienne.lam.2016@sis.smu.edusg,F
0b1d2d3ac25d28c5c348bc9077e47fdad07cee4e,Agatha Lam,zxcvbn1755,agatha.lam.2016@sis.smu.edusg,F
b105d3138da3e2117f49bf382289549df5571e4b,Agnes Lam,zxcvbn1756,agnes.lam.2013@sis.smu.edusg,F
90bbcb265591244801649ea0626c4a814279bc80,Aidan Kong,zxcvbn1294,aidan.kong.2016@sis.smu.edusg,M
8acdff048338706eb97628c25b9c0a21c52ece91,Aileen Lam,zxcvbn1757,aileen.lam.2016@sis.smu.edusg,F
0528c8b9568b6f06c72c5c7eec624adb5d99e444,Akash Pillay,qwerty321,akash.pillay.2015@economics.smu.edusg,M
a0a3d3301bebde5bbd138dc95a527c344a4cd83d,Alan Kong,zxcvbn1295,alan.kong.2016@sis.smu.edusg,M
1dbce2c7d38fafee56d5928db6d7df65f8ce7f58,Alban Kong,zxcvbn1296,alban.kong.2014@sis.smu.edusg,M
351d4a26cbde01f5320b2eae58d3dbef9955b054,Albert Kong,zxcvbn1297,albert.kong.2016@sis.smu.edusg,M
de7d4cb26b1bdd5d5c8391f38e8d29a915d2bfec,Alberta Lam,zxcvbn1758,alberta.lam.2015@sis.smu.edusg,F
be30866366a456aa18d20eb0b6c87b82698ff82b,Alex Kong,zxcvbn1298,alex.kong.2013@sis.smu.edusg,M
19efdc4504b3a34076db7b0ccf05df0464d0f4a1,Alexander Kong,zxcvbn1299,alexander.kong.2015@sis.smu.edusg,M
7ec0e53bed0c4bfe85a6cb6c2ea49976b23a516e,Alexandra Lam,zxcvbn1759,alexandra.lam.2016@sis.smu.edusg,F
0d99173d453e5445c7e5439ebc21605bbdfc2f83,Alexis Lam,zxcvbn1760,alexis.lam.2014@sis.smu.edusg,F
59bfa35400ec3d20af29d9710f648c385a7ebb3d,Alfred Kong,zxcvbn1300,alfred.kong.2014@sis.smu.edusg,M
9ee005287ea610b5ff72ea43f60c9a4f37eda5ed,Alice Jones,asdfgh5462,alice.jones.2015@sis.smu.edu.sg,F
9133fa8c15e0891a35e09059bad94ba543a01999,Alice Lam,zxcvbn1761,alice.lam.2016@sis.smu.edusg,F
b3eac0576b4dbc4aeb8cc7933c2ce436f1469a0b,Alicia Lam,zxcvbn1762,alicia.lam.2016@sis.smu.edusg,F
0cbf5e4c2d977c14b1e57af0601b0503a8a4859a,Aline Lam,zxcvbn1763,aline.lam.2016@sis.smu.edusg,F
e93b49c0da31b5f9886c2ec97a46af95f6aec123,Allan Kong,zxcvbn1301,allan.kong.2015@sis.smu.edusg,M
b8d2ae41a14c837fa5b14ad1afdab1134001d048,Allen Kong,zxcvbn1302,allen.kong.2016@sis.smu.edusg,M
4d7ac69bb8a2b7590acaa3bdc5f01068fdb15b99,Alma Lam,zxcvbn1764,alma.lam.2013@sis.smu.edusg,F
211e74ed6448a91f792c9a44db9d7bb108f867f8,Aloysius Kong,zxcvbn1303,aloysius.kong.2016@sis.smu.edusg,M
e042375a80955bb50196532f35a4bd5cfb309b9e,Alphonse Kong,zxcvbn1304,alphonse.kong.2014@sis.smu.edusg,M
d8a97cd8aabf74b976fe4df69f41d55e73ded186,Alvin Kong,zxcvbn1305,alvin.kong.2014@sis.smu.edusg,M
865075e16ecdafb761e3cb2d074c459c3c52360d,Amanda Jones,asdfgh5451,amanda.jones.2014@sis.smu.edu.sg,F
13d4bdc849fb92732d79b71c0d36f50a68ce4002,Amanda Lam,zxcvbn1765,amanda.lam.2014@sis.smu.edusg,F
4b5a30bcac58883b89e942a16ff16dd4c5ef0df0,Amata Lam,zxcvbn1766,amata.lam.2013@sis.smu.edusg,F
e4e8bc23f9d11ed0790d833182cc6fb216c36942,Ambrose Kong,zxcvbn1306,ambrose.kong.2016@sis.smu.edusg,M
e88a2ee200152f2addfd8c04dfc015c7772a51c3,Amelia Lam,zxcvbn1767,amelia.lam.2014@sis.smu.edusg,F
5ea687c18ccf5ffa1e8a961d717de976030baaaf,Amos Kong,zxcvbn1307,amos.kong.2014@sis.smu.edusg,M
67a57836fda3b81cad02ec8fdf5bbf9d394cd336,Amy Jones,asdfgh5443,amy.jones.2016@sis.smu.edu.sg,F
57ff83fa55a09e8c0bdfbfc67c54e551ade5697a,Amy Lam,zxcvbn1768,amy.lam.2014@sis.smu.edusg,F
805f11c5038b027b149a45b8736baef0e6d93bfd,Anastasia Lam,zxcvbn1769,anastasia.lam.2015@sis.smu.edusg,F
c0d79ab9fc22cbcd2dc3f1f148d3f26fc5981cc0,Andrea Jones,asdfgh5492,andrea.jones.2016@sis.smu.edu.sg,F
133d04d194098ee730955a86cff66299cf6bdabb,Andrea Lam,zxcvbn1770,andrea.lam.2015@sis.smu.edusg,F
ae2a9ec52e9edad445fc76946f6c96f49c616336,Andrew Kong,zxcvbn1308,andrew.kong.2014@sis.smu.edusg,M
643331ed62e75204c82249f1b8b059a3433b810f,Andy Wong,zxcvbn1254,andy.wong.2015@law.smu.edusg,M
ee66243f1d3b262754e5e8e80d711c1a725a7388,Angel Jones,asdfgh5511,angel.jones.2013@economics.smu.edu.sg,F
15909a09b1d7bbede7ae5a2a42c81a80666dc5ec,Angela Jones,asdfgh5440,angela.jones.2014@sis.smu.edu.sg,F
d2a05859bcc2f877fbf43434119410afabe4c6fb,Angela Lam,zxcvbn1771,angela.lam.2014@sis.smu.edusg,F
b7a2b148cf410d60b8072f11352fc645ec30bf96,Angelica Lam,zxcvbn1772,angelica.lam.2013@sis.smu.edusg,F
01afb83a823cd1b39d30f803bcdaf1a73ad1deac,Angeloa Kong,zxcvbn1309,angeloa.kong.2016@sis.smu.edusg,M
2f33e63e19fde54443136d0c02cc5eaafe4f090e,Angus Kong,zxcvbn1310,angus.kong.2016@sis.smu.edusg,M
c32e4af9804c5c732d1c384e4f28e22fbaca5933,Anita Lam,zxcvbn1773,anita.lam.2016@sis.smu.edusg,F
cc0f572ffb16293f6bc2de691b532bcef22964be,Ann Jones,asdfgh5459,ann.jones.2014@law.smu.edu.sg,F
327062a78c27896b85b3acd48b038623830b22b1,Ann Lam,zxcvbn1774,ann.lam.2015@sis.smu.edusg,F
db2b6652d0a9a8e5c2b4884fb8f5260b91018e1e,Anna Jones,asdfgh5444,anna.jones.2014@sis.smu.edu.sg,F
32956cee2cfc16a8ee7de05524bfc532741cef2e,Anna Lam,zxcvbn1775,anna.lam.2015@sis.smu.edusg,F
e32b64c915d073fca44b454be007648ae4ea60ec,Annabel Lam,zxcvbn1776,annabel.lam.2016@sis.smu.edusg,F
fbcc5579c8a2b5c474442877a1e0a62ddef3e7fc,Annabelle Lam,zxcvbn1777,annabelle.lam.2016@sis.smu.edusg,F
fe859d3a04ac31fc246acc188356dab4005606aa,Anne Jones,asdfgh5496,anne.jones.2016@sis.smu.edu.sg,F
297cd9bc108ea39efa0c8eb1838f6115f4758379,Anne Lam,zxcvbn1778,anne.lam.2016@sis.smu.edusg,F
9f7bee88c0f2addcfec0ac66f81263ffe4e307ae,Anneliese Lam,zxcvbn1779,anneliese.lam.2014@sis.smu.edusg,F
e9fba4e6de45c6b3221938a0958159135a61bfa8,Annette Lam,zxcvbn1780,annette.lam.2015@sis.smu.edusg,F
fa10685453885ea4f5ff28e879853ee5d9910d01,Annie Fan,zxcvbn1260,annie.fan.2016@economics.smu.edusg,F
efe7c16940db68fc698749561543fe463799306b,Annie Jones,asdfgh5508,annie.jones.2014@sis.smu.edu.sg,F
5ca832d1a2932b422be47fc13b9a6cb412f7e2de,Anselm Kong,zxcvbn1311,anselm.kong.2015@sis.smu.edusg,M
ace8f3a914a8bd1d31b6b72171e351a52b28d1a2,Anthony Kong,zxcvbn1312,anthony.kong.2015@sis.smu.edusg,M
2c63d9c9b25d6eaae4bdefee7d1c9bd697635817,Antoinette Lam,zxcvbn1781,antoinette.lam.2015@sis.smu.edusg,F
77f768d1282cadd3d34d2dcaab8c6bf6eca5d1e0,Antoinia Lam,zxcvbn1782,antoinia.lam.2016@sis.smu.edusg,F
a92055e882822e93623cfccad81fb8ef15ee3e0c,Antony Kong,zxcvbn1313,antony.kong.2015@sis.smu.edusg,M
d4e424ba8e9a5b512534d5a9cae4597d936103eb,Aquinas Kong,zxcvbn1314,aquinas.kong.2013@sis.smu.edusg,M
d73e76830d02427ee7849f6463be6df7cb8d2898,Archibald Kong,zxcvbn1315,archibald.kong.2015@sis.smu.edusg,M
aabd98c4059b3be67e4972de83e219ee80661e98,Ariadne Lam,zxcvbn1783,ariadne.lam.2014@sis.smu.edusg,F
29a97c1a67acf3b818a1f811663c2c8ef061f7d6,Ariana Lam,zxcvbn1784,ariana.lam.2014@sis.smu.edusg,F
6d15b1c293adbd590682a3ca06154fc4d1713327,Arlene Lam,zxcvbn1785,arlene.lam.2014@sis.smu.edusg,F
1015849f881a0b770447f9fb4cbbc2a22f82c2fb,Arline Lam,zxcvbn1786,arline.lam.2016@sis.smu.edusg,F
5020c467b53b0b64a849ec08626aa0ae5914e680,Arnold Kong,zxcvbn1316,arnold.kong.2016@sis.smu.edusg,M
d3a1328762b15e2f1c6c61d5dfb62795d6c0b043,Arthur Kong,zxcvbn1317,arthur.kong.2014@sis.smu.edusg,M
48df7cbec16e3d8a31ca63e2efce724e7825f2e6,Ashley Jones,asdfgh5474,ashley.jones.2014@sis.smu.edu.sg,F
6eb86171349c150108d961bd3b8e3c939ab53ce8,Athanasia Lam,zxcvbn1787,athanasia.lam.2016@sis.smu.edusg,F
e8cd61fc3d2132d0542e045a9f9f2eaa27e1a7b5,Athanasius Kong,zxcvbn1318,athanasius.kong.2016@sis.smu.edusg,M
c46684362cce5e75a7343d631166b7273e2780d8,Aubrey Kong,zxcvbn1319,aubrey.kong.2016@sis.smu.edusg,M
f0d0a968f062c573d39520b43c8c0e4a4263abb0,Audrey Lam,zxcvbn1788,audrey.lam.2016@sis.smu.edusg,F
1609164164173095968a720cb92f190ab1adf68e,Augusta Lam,zxcvbn1789,augusta.lam.2016@sis.smu.edusg,F
e86a87b71d71fe6a79a0fb3674e45bd6551bd1c7,Augustine Kong,zxcvbn1320,augustine.kong.2013@sis.smu.edusg,M
3b65e656eb43b4d9a34b62d368d4b467e7a5f8e8,Augustus Kong,zxcvbn1321,augustus.kong.2013@sis.smu.edusg,M
14527ad74450fe94094a9a52104469ae20cea33c,Aurelia Lam,zxcvbn1790,aurelia.lam.2016@sis.smu.edusg,F
c984100c6e289fe3e6b6a4e56259eb62f112832d,Austin Kong,zxcvbn1322,austin.kong.2016@sis.smu.edusg,M
d91feba01c7a25b40dbab9582e16a5436676beb5,Bablu Pillay,qwerty327,bablu.pillay.2013@economics.smu.edusg,M
c167ca38cd9c3cea64f7c9346b6d24891796c231,Babu Pillay,qwerty325,babu.pillay.2016@economics.smu.edusg,M
980c4d831d6df67745e72b7a95a75d778184fc74,Babul Pillay,qwerty326,babul.pillay.2016@economics.smu.edusg,M
cb63e57316db112e20afc8bca9e5b82803719b99,Bala Pillay,qwerty328,bala.pillay.2015@economics.smu.edusg,M
11293a084b285cfffd7435536846ef64176e6a78,Balaram Pillay,qwerty329,balaram.pillay.2013@economics.smu.edusg,M
3e6b7a0781bb06fcf609dc6af83c50e1ad11795a,Baldwin Kong,zxcvbn1323,baldwin.kong.2016@sis.smu.edusg,M
47df94d9af09e98d03576243c265944b56d380d0,Balram Pillay,qwerty330,balram.pillay.2013@economics.smu.edusg,M
8a4ad12b897cbcd4669d76635fd6ca60df76175c,Banti Pillay,qwerty331,banti.pillay.2016@economics.smu.edusg,M
8eb227a3be7f86d12867dcdb4e58dfd0c50d310e,Barbara Jones,asdfgh5415,barbara.jones.2015@sis.smu.edu.sg,F
b8bcc4c0f3959249cd4f274b4a7239b67db85007,Barbara Lam,zxcvbn1791,barbara.lam.2016@sis.smu.edusg,F
4d26c4b9dcc60116eed2fca2003fa7f3f5e3ed23,Barnabas Kong,zxcvbn1324,barnabas.kong.2014@sis.smu.edusg,M
2f5222d91fb104d8174a0b1e56a2700b5e6efcd9,Barnaby Kong,zxcvbn1325,barnaby.kong.2016@sis.smu.edusg,M
c5db14ab2b22af4cba8460089de5ed73c0cb0646,Bartholomew Kong,zxcvbn1326,bartholomew.kong.2014@sis.smu.edusg,M
aaeb16317e54e72e8fce3cfb187b0e6d47f4f228,Basanti Pillay,qwerty332,basanti.pillay.2015@economics.smu.edusg,M
ac978ad9d9cf91c05fd9eac73507d4983c4e5f65,Basil Kong,zxcvbn1327,basil.kong.2015@sis.smu.edusg,M
cf57750fa23cee37819a423d7aafca2cc648e6b2,Beatrice Lam,zxcvbn1792,beatrice.lam.2016@sis.smu.edusg,F
9303b82de52b8c59ecea8aaaa01f2b50ead9efaa,Beatrix Lam,zxcvbn1793,beatrix.lam.2015@sis.smu.edusg,F
0c89f05415548275e273f3348c84214ca7184261,Becket Kong,zxcvbn1328,becket.kong.2013@sis.smu.edusg,M
9d47d90c268bdb24e572bf40336d21d5a0292c1d,Bede Kong,zxcvbn1329,bede.kong.2016@sis.smu.edusg,M
44dc668ae4bb6558423068703010f58fffa54b1d,Beena Pillay,qwerty333,beena.pillay.2016@economics.smu.edusg,M
716bb843a13fb2c0ffd7ff6e9766fa3df2216c3c,Belinda Lam,zxcvbn1794,belinda.lam.2015@sis.smu.edusg,F
aa825c91111c96ef206accc2dd45ae9919942b35,Bella Lam,zxcvbn1795,bella.lam.2014@sis.smu.edusg,F
c25aa4d7598ae6036ef32e99e9848f400440acdf,Belle Lam,zxcvbn1796,belle.lam.2015@sis.smu.edusg,F
18ec469d1a584f2b572b76eb99e32b398a59c853,Benedict Kong,zxcvbn1330,benedict.kong.2014@sis.smu.edusg,M
ca853ebaab5740133c45dcca402142e8772691ea,Benjamin Fan,zxcvbn1261,benjamin.fan.2015@economics.smu.edusg,M
2661ffadbf90e6ec1ee446235ba873a87dc3f073,Benjamin Kong,zxcvbn1331,benjamin.kong.2013@sis.smu.edusg,M
7225c61174c5cca30fee2d23e2ae063879997515,Bennet Kong,zxcvbn1332,bennet.kong.2016@sis.smu.edusg,M
c2acc690be51ad69a478af30fc0872d7f7f9140e,Bennett Kong,zxcvbn1333,bennett.kong.2016@sis.smu.edusg,M
1ede06b4cc3e72df48ac8a1a685f71222af0964f,Berenice Lam,zxcvbn1797,berenice.lam.2016@sis.smu.edusg,F
e23bdb2a9775bf0197d08245208e7945a4b3d4b8,Bernadette Lam,zxcvbn1798,bernadette.lam.2013@sis.smu.edusg,F
cbbf7897d97b4914e36e44d4cdcd3b1ac659388a,Bernadine Lam,zxcvbn1799,bernadine.lam.2015@sis.smu.edusg,F
8b84e3fe453f51315979a5780f6b22e38ed5db10,Bernard Kong,zxcvbn1334,bernard.kong.2016@sis.smu.edusg,M
11dea8a13f92d9260228066b323c943e2ae234ad,Bernice Lam,zxcvbn1800,bernice.lam.2015@sis.smu.edusg,F
77b3d119ae29221e1c23cc8cdaf2182f104cfd24,Bertha Lam,zxcvbn1801,bertha.lam.2015@sis.smu.edusg,F
066ce2053107890338e6942d2934fea8d2e3bdc1,Bertram Kong,zxcvbn1335,bertram.kong.2016@sis.smu.edusg,M
0567432c9a36722afdce1e1ceff8190205d02b64,Bertrand Kong,zxcvbn1336,bertrand.kong.2016@sis.smu.edusg,M
b45abf1c7834d8faea6237451a062ec56ce0b6c2,Bess Lam,zxcvbn1802,bess.lam.2014@sis.smu.edusg,F
7ce876e7b58d0161ac890f07d12411fdd3e85522,Beth Lam,zxcvbn1803,beth.lam.2015@sis.smu.edusg,F
3184ba2a8494978306dc0f17105d826fdc666c4b,Betsy Lam,zxcvbn1804,betsy.lam.2016@sis.smu.edusg,F
84a67ee01c572f0a1ae1593c9c2bed5c52a11872,Betty Jones,asdfgh5425,betty.jones.2015@sis.smu.edu.sg,F
6112c124334e3bfa609e7b5164a83d1425618c8d,Betty Lam,zxcvbn1805,betty.lam.2013@sis.smu.edusg,F
4fa5e04a5617913d9f201d4cd198849c27a09915,Beulah Lam,zxcvbn1806,beulah.lam.2016@sis.smu.edusg,F
c2af9e3aabd9f08a18406afab8e447657708d112,Beverley Lam,zxcvbn1807,beverley.lam.2013@sis.smu.edusg,F
7396971c34028ee5520d05c9fb6caac499eb79a2,Beverly Jones,asdfgh5484,beverly.jones.2016@sis.smu.edu.sg,F
55e675a2b33ba2734a27ea522676832a98dc744f,Beverly Lam,zxcvbn1808,beverly.lam.2016@sis.smu.edusg,F
38ffa4ad00460ad6e7b48b7215d5cf780ba31871,Bhagya Pillay,qwerty334,bhagya.pillay.2013@economics.smu.edusg,M
44d0e32e01bc10f2058488d82dc1d0218c66fc13,Bhagyashri Pillay,qwerty335,bhagyashri.pillay.2014@economics.smu.edusg,M
4dcd666c36be3ac421f49e03d876f994f5935d1d,Bill Kong,zxcvbn1337,bill.kong.2015@sis.smu.edusg,M
d29a973f9f45482ecaa854aea43b213b3820300b,Billy Wong,zxcvbn1246,billy.wong.2016@law.smu.edusg,M
73b05d5a95b12190b86b87b0ed3db50ac2c22bc4,Blaise Kong,zxcvbn1338,blaise.kong.2015@sis.smu.edusg,M
48779f23a0a65634472f8da18f91cb22bec0bd10,Blanch Lam,zxcvbn1809,blanch.lam.2013@sis.smu.edusg,F
6c83c467889fb9efdf95ec2763fdb97376a6c052,Blanche Lam,zxcvbn1810,blanche.lam.2014@sis.smu.edusg,F
dfc61936495d5089ed4bb84e43d448b97cb8a785,Blase Kong,zxcvbn1339,blase.kong.2015@sis.smu.edusg,M
b02f327061e107f118884e0f2a0277d0d9afae73,Bob Kong,zxcvbn1340,bob.kong.2014@sis.smu.edusg,M
7059ef257ab265fa7b43e22bbbae65970914ebc0,Bonaventure Kong,zxcvbn1341,bonaventure.kong.2016@sis.smu.edusg,M
044f62654a66e35dfd92e9ffbad4780c4fe9bba7,Bonita Lam,zxcvbn1811,bonita.lam.2014@sis.smu.edusg,F
2ddb5382464422b59982fa660576d24331537cdc,Bonna Lam,zxcvbn1812,bonna.lam.2014@sis.smu.edusg,F
35b8f016efea25fd5f6cafa40a14751852568628,Bonnie Jones,asdfgh5499,bonnie.jones.2016@sis.smu.edu.sg,F
4bab24fbe0953c6ee8376d29d16dfc20a53cc04b,Bonnie Lam,zxcvbn1813,bonnie.lam.2014@sis.smu.edusg,F
91c1c988cb85e3b4bf2f69878570cdcb28d590eb,Bonny Lam,zxcvbn1814,bonny.lam.2016@sis.smu.edusg,F
94c3aeb94b20766ee778e7b9532a92472ca178c0,Boris Kong,zxcvbn1342,boris.kong.2016@sis.smu.edusg,M
f0fa0844e34e3d4932601615965cb0cf0f66ac77,Boy Tan,zxcvbn2270,boy.tan.2016@accountancy.smu.edusg,M
f40223ed877b4fc999d2f9416b7018ca067b9d13,Brenda Jones,asdfgh5442,brenda.jones.2014@sis.smu.edu.sg,F
ce2bf0ce56cfc6a7325001f84221b4a2189be9a6,Brenda Lam,zxcvbn1815,brenda.lam.2013@sis.smu.edusg,F
318cb946f35b411ca79aaad00e8b800038883d75,Brendan Kong,zxcvbn1343,brendan.kong.2014@sis.smu.edusg,M
1048052fef48f2e747b145b8ce618a8ef3a943be,Brian Kong,zxcvbn1344,brian.kong.2015@sis.smu.edusg,M
9bf87c1f2074813c4d929ccf5a0c4e570cd416d2,Bride Lam,zxcvbn1816,bride.lam.2016@sis.smu.edusg,F
b406c572121f05a07d9a0e8a59cbea9b2a9a6b8d,Bridget Lam,zxcvbn1817,bridget.lam.2014@sis.smu.edusg,F
ae7cb7175104ed8e70b7b867be76578a9d30b8f6,Brigid Lam,zxcvbn1818,brigid.lam.2015@sis.smu.edusg,F
9b4cd941316361d5f3de162155eb197004a5d3b0,Bruce Kong,zxcvbn1345,bruce.kong.2016@sis.smu.edusg,M
eb3612ea59f297add633759eee1d620062f2a86a,Bruno Kong,zxcvbn1346,bruno.kong.2014@sis.smu.edusg,M
7facdffc9e5d7f830d3804cca0ad655bc63da0d6,Bryan Kong,zxcvbn1347,bryan.kong.2015@sis.smu.edusg,M
dd9ef83e8121e227fe78b719ab5c8f0106478926,Burton Kong,zxcvbn1348,burton.kong.2015@sis.smu.edusg,M
f3c06b0a8828819cea89e66438c476d7aed2e952,Byron Kong,zxcvbn1349,byron.kong.2014@sis.smu.edusg,M
c943990b100580535119a96004297b291bd8a0b6,Cadric Kong,zxcvbn1350,cadric.kong.2015@sis.smu.edusg,M
80447b095adac1f46e7330aada4c3fe05636ec2f,Cain Fan,zxcvbn1262,cain.fan.2014@economics.smu.edusg,M
50eb495a2488e482ad2e442d00bc5414c579dfff,Cajetan Kong,zxcvbn1351,cajetan.kong.2015@sis.smu.edusg,M
d3e3d1548bf9de1408f85dd46f967ccfe1d6ce13,Calaude Kong,zxcvbn1352,calaude.kong.2015@sis.smu.edusg,M
ffac4788d1430014638f1a2b42d0a3f261e1d496,Caleb Kong,zxcvbn1353,caleb.kong.2016@sis.smu.edusg,M
545c71da83cf8dcf3c9d1f6e41c2b04d921c10f0,Camille Lam,zxcvbn1819,camille.lam.2016@sis.smu.edusg,F
ec4cfdf36b85dcf8cc1f0dec3f5e00af17c98ece,Campion Kong,zxcvbn1354,campion.kong.2014@sis.smu.edusg,M
771634a542f63b1f076052f480f079303f199e1f,Candida Lam,zxcvbn1820,candida.lam.2013@sis.smu.edusg,F
6ccb7f708f78b2d1b9b3f5b109041ee4ae418116,Candy Wong,zxcvbn1242,candy.wong.2013@law.smu.edusg,F
d1a5826e70acbb9777240e4175799bc53ab213ac,Carl Kong,zxcvbn1355,carl.kong.2016@sis.smu.edusg,M
c14b4033b1f28725bafb7b0625c24ec766db3f04,Carlotta Lam,zxcvbn1821,carlotta.lam.2015@sis.smu.edusg,F
f482c0ae9e6cd3610badd865e324fa658ed4eaa8,Carol Jones,asdfgh5429,carol.jones.2014@sis.smu.edu.sg,F
b47326bed9851ad3f46aaacf13c61a468df652a9,Carol Lam,zxcvbn1822,carol.lam.2016@sis.smu.edusg,F
4084d2490226a550eba251c62fafdbed29362f3b,Carola Lam,zxcvbn1823,carola.lam.2015@sis.smu.edusg,F
eed5f31c9a1b0190b71b46661022424e7fb969eb,Carole Lam,zxcvbn1824,carole.lam.2016@sis.smu.edusg,F
630e48bebfdf2b8168261e040cb9a6b926f6082d,Caroline Lam,zxcvbn1825,caroline.lam.2013@sis.smu.edusg,F
79c4e2f8a6a2a2a420de84cde132574adec202d6,Carolyn Jones,asdfgh5453,carolyn.jones.2016@sis.smu.edu.sg,F
402c014ce38070bddd2d6601a44a6fd1018a099c,Carrie Lam,zxcvbn1826,carrie.lam.2014@sis.smu.edusg,F
1fcf6afa840b7f99a3afb422a13cb3635b2c369d,Carroll Kong,zxcvbn1356,carroll.kong.2014@sis.smu.edusg,M
47e9a058067d139fcf2fbc075dcae25fd928cdea,Catharine Lam,zxcvbn1827,catharine.lam.2014@sis.smu.edusg,F
9bb9f94196f888cc0375f2365cce9faaa9ade9f4,Catherine Jones,asdfgh5457,catherine.jones.2016@sis.smu.edu.sg,F
f183eed372bc763bf245b91cfa7100cbda1b9898,Catherine Lam,zxcvbn1828,catherine.lam.2015@sis.smu.edusg,F
c8060f6762c35bafc991199a010866dabdb61a2c,Cecil Kong,zxcvbn1357,cecil.kong.2013@sis.smu.edusg,M
6083e9e84035168485b52761f933d6eb61f8d88f,Cecile Lam,zxcvbn1829,cecile.lam.2014@sis.smu.edusg,F
034f00b641edc3197a171dce620030cb1a15748f,Cecily Lam,zxcvbn1830,cecily.lam.2013@sis.smu.edusg,F
5967378212c1596dd2b1ac6818edfe2c841afeeb,Celesta Lam,zxcvbn1831,celesta.lam.2015@sis.smu.edusg,F
129e5a3115459157dedf1fa0f7b228b70ea8efa8,Celeste Lam,zxcvbn1832,celeste.lam.2014@sis.smu.edusg,F
5430e8a481a0c7761733453259245da7879d9859,Celestina Lam,zxcvbn1833,celestina.lam.2014@sis.smu.edusg,F
2d91fa1144f38a8c62824b62e645e78b882c8006,Celia Lam,zxcvbn1834,celia.lam.2016@sis.smu.edusg,F
4d21c510334bc9cc8e589977b6591e92246e26a4,Celine Lam,zxcvbn1835,celine.lam.2014@sis.smu.edusg,F
be3256cfdc7a008273436bac371cb1253c7d9b06,Chad Kong,zxcvbn1358,chad.kong.2014@sis.smu.edusg,M
29874b201d929488ccdee26cccb3ec80009a83b9,Chandrashekhar Pillay,qwerty336,chandrashekhar.pillay.2014@economics.smu.edusg,M
ef12771783bf53e2122b569e276ffb43ee29192b,Charity Lam,zxcvbn1836,charity.lam.2015@sis.smu.edusg,F
df06306a14376761d22e8e7c8c9d676e44b58ca9,Charles Kong,zxcvbn1359,charles.kong.2014@sis.smu.edusg,M
14051b24b065f7ff9d1e57e7db3c4df90d8a3856,Charlotte Lam,zxcvbn1837,charlotte.lam.2013@sis.smu.edusg,F
f24136dba49283161e1c1b0dbac44ace6a0b6c77,Charu Pillay,qwerty337,charu.pillay.2016@economics.smu.edusg,M
