mac-address,name,password,email,gender
0fa9d3dd904f52688e8ad2b2c9b877d6981f7faf,Adrienne Lam,zxcvbn1754,adrienne.lam.2016@sis.smu.edu.sg,F
10e7d36c1c7cb52008b0dc8495cef373c3c296e3,Agatha Lam,zxcvbn1755,agatha.lam.2016@sis.smu.edu.sg,F
129e5a3115459157dedf1fa0f7b228b70ea8efa8,Agnes Lam,zxcvbn1756,agnes.lam.2013@sis.smu.edu.sg,F
140799323534589fd8983483487de25031b7ec79,Aidan Kong,zxcvbn1294,aidan.kong.2016@sis.smu.edu.sg,M
147f1768a7f017ef25c369bc8b48290cf4c7ec12,Aileen Lam,zxcvbn1757,aileen.lam.2016@sis.smu.edu.sg,F
1497f25f0dc74fabeb50cddbca1ee3f21bf1b004,Akash Pillay,qwerty321,akash.pillay.2015@economics.smu.edu.sg,M
1706e2626f651a589b83c94554d8044f9a525228,Alan Kong,zxcvbn1295,alan.kong.2016@sis.smu.edu.sg,M
1743593369670a1b1b053079706c72e423f0eb2e,Alban Kong,zxcvbn1296,alban.kong.2014@sis.smu.edu.sg,M
17d109e559fcd468429b1e7d535b85cca0bfa0b2,Albert Kong,zxcvbn1297,albert.kong.2016@sis.smu.edu.sg,M
181af7005acf859e699930f12c3bcaf2546aac6d,Alberta Lam,zxcvbn1758,alberta.lam.2015@sis.smu.edu.sg,F
1976918b79c4a9238227f8c2293961b694682870,Alex Kong,zxcvbn1298,alex.kong.2013@sis.smu.edu.sg,M
19e5ea2df33d53c4b80083d6db2e64c6871c32f1,Alexander Kong,zxcvbn1299,alexander.kong.2015@sis.smu.edu.sg,M
1a8258d9a4156bbf9db05a68987feca233898bd4,Alexandra Lam,zxcvbn1759,alexandra.lam.2016@sis.smu.edu.sg,F
1b647fc1dbe5fcaa12070884f96e7102d906c52c,Alexis Lam,zxcvbn1760,alexis.lam.2014@sis.smu.edu.sg,F
1bb47a3c83e9cdd991b658b25c51f1255af6effc,Alfred Kong,zxcvbn1300,alfred.kong.2014@sis.smu.edu.sg,M
1bd0eaa20698021c2fb389c47417d27ece4109d2,Alice Jones,asdfgh5462,alice.jones.2015@sis.smu.edu.sg,F
1c511c52cac1230a807ee7f4eaa8706d461bb4b3,Alice Lam,zxcvbn1761,alice.lam.2016@sis.smu.edu.sg,F
1dbce2c7d38fafee56d5928db6d7df65f8ce7f58,Alicia Lam,zxcvbn1762,alicia.lam.2016@sis.smu.edu.sg,F
1e0e75c07fa8cc9a5614805c97acd86f87d95e15,Aline Lam,zxcvbn1763,aline.lam.2016@sis.smu.edu.sg,F
1f1acf10141210f12b7ea27f4eb93411452f303d,Allan Kong,zxcvbn1301,allan.kong.2015@sis.smu.edu.sg,M
2086106d4d62d25e7534da64799ef23508960fb8,Allen Kong,zxcvbn1302,allen.kong.2016@sis.smu.edu.sg,M
21520d57bef7bb18b6a5d7f861dcf2756b326b14,Alma Lam,zxcvbn1764,alma.lam.2013@sis.smu.edu.sg,F
21cd8e924fdf2f2817cf20202512e2bd7072b0be,Aloysius Kong,zxcvbn1303,aloysius.kong.2016@sis.smu.edu.sg,M
2222ab207632797993346e4f3c3ad37d86f95a64,Alphonse Kong,zxcvbn1304,alphonse.kong.2014@sis.smu.edu.sg,M
2535318bd7596e00244ca77ad99910068b02c2ff,Alvin Kong,zxcvbn1305,alvin.kong.2014@sis.smu.edu.sg,M
2571c56703141d519618f81052dc29babf2ed54c,Amanda Jones,asdfgh5451,amanda.jones.2014@sis.smu.edu.sg,F
268ee291df5b9e9136fc5c52288459997dbbb758,Amanda Lam,zxcvbn1765,amanda.lam.2014@sis.smu.edu.sg,F
2698c147ef22d485b9b9436fc7a16e308bed9f81,Amata Lam,zxcvbn1766,amata.lam.2013@sis.smu.edu.sg,F
26ba567d2e644f13922d7fcb05fd8d700a1edb05,Ambrose Kong,zxcvbn1306,ambrose.kong.2016@sis.smu.edu.sg,M
27a0dc3c9b5dd73895f87d5eda026208f87d5687,Amelia Lam,zxcvbn1767,amelia.lam.2014@sis.smu.edu.sg,F
286bc163e72c8959508cb28d9d3a2e37d682dd8d,Amos Kong,zxcvbn1307,amos.kong.2014@sis.smu.edu.sg,M
28c94a00e6239bf7d06a771c2a598d1118595140,Amy Jones,asdfgh5443,amy.jones.2016@sis.smu.edu.sg,F
29a97c1a67acf3b818a1f811663c2c8ef061f7d6,Amy Lam,zxcvbn1768,amy.lam.2014@sis.smu.edu.sg,F
2a3bc15e0ea4f57f070c9fff82fcb70bdb9fab6c,Anastasia Lam,zxcvbn1769,anastasia.lam.2015@sis.smu.edu.sg,F
2a910f125dbd471a03490308c7f31f61865c0782,Andrea Jones,asdfgh5492,andrea.jones.2016@sis.smu.edu.sg,F
2e0a8b07eb1a79bec0f8b45577632e07ba04505b,Andrea Lam,zxcvbn1770,andrea.lam.2015@sis.smu.edu.sg,F
2e40150c7f2a0c2a64418a5d01628879cf58c888,Andrew Kong,zxcvbn1308,andrew.kong.2014@sis.smu.edu.sg,M
2f33e63e19fde54443136d0c02cc5eaafe4f090e,Andy Wong,zxcvbn1254,andy.wong.2015@law.smu.edu.sg,M
3048ca5a04a0c811512e6a35f2970f1347391376,Angel Jones,asdfgh5511,angel.jones.2013@economics.smu.edu.sg,F
308983099e46fda22d2621a31135daf5f82a1cdd,Angela Jones,asdfgh5440,angela.jones.2014@sis.smu.edu.sg,F
30f4331344972002920ef15e068016e83bd51f70,Angela Lam,zxcvbn1771,angela.lam.2014@sis.smu.edu.sg,F
317c626ae0abba63d36c12636f222492440d0107,Angelica Lam,zxcvbn1772,angelica.lam.2013@sis.smu.edu.sg,F
327062a78c27896b85b3acd48b038623830b22b1,Angeloa Kong,zxcvbn1309,angeloa.kong.2016@sis.smu.edu.sg,M
32778e4c9dab76c6a8800c49543bf1d8a442c74c,Angus Kong,zxcvbn1310,angus.kong.2016@sis.smu.edu.sg,M
3355de9cbe62e48ac377815d9da0fad343823f20,Anita Lam,zxcvbn1773,anita.lam.2016@sis.smu.edu.sg,F
3372cf753e2b7a195785be0d851be574b852dae6,Ann Jones,asdfgh5459,ann.jones.2014@law.smu.edu.sg,F
3388baa7f113739036202daed7945ff83593b44a,Ann Lam,zxcvbn1774,ann.lam.2015@sis.smu.edu.sg,F
33ef3e9f96afc9e8b0d44000182b4981c7c21e5b,Anna Jones,asdfgh5444,anna.jones.2014@sis.smu.edu.sg,F
35b8f016efea25fd5f6cafa40a14751852568628,Anna Lam,zxcvbn1775,anna.lam.2015@sis.smu.edu.sg,F
35e99e1a91e2a84f27b0634921f2f7644ed75503,Annabel Lam,zxcvbn1776,annabel.lam.2016@sis.smu.edu.sg,F
368097519451147da75b0b294c4a5e4e37ffc4f1,Annabelle Lam,zxcvbn1777,annabelle.lam.2016@sis.smu.edu.sg,F
3824489c5dc29466fb66fc0e5b237413042fc867,Anne Jones,asdfgh5496,anne.jones.2016@sis.smu.edu.sg,F
38b361d21442a25db569a702b174c3a11e825d59,Anne Lam,zxcvbn1778,anne.lam.2016@sis.smu.edu.sg,F
39c1d98080deeccdc3a25a5bb8948f88b8caa3b7,Anneliese Lam,zxcvbn1779,anneliese.lam.2014@sis.smu.edu.sg,F
3cf622b03b90b070cdcf621032ea3edffe45c0b0,Annette Lam,zxcvbn1780,annette.lam.2015@sis.smu.edu.sg,F
3f74476b33bb769403ec1126ed6286b44769a4ec,Annie Fan,zxcvbn1260,annie.fan.2016@economics.smu.edu.sg,F
3f8226f48bbc7b62d6498f9936e40ebcc8718f03,Annie Jones,asdfgh5508,annie.jones.2014@sis.smu.edu.sg,F
4084d2490226a550eba251c62fafdbed29362f3b,Anselm Kong,zxcvbn1311,anselm.kong.2015@sis.smu.edu.sg,M
40f38e10f4aa92f1a2c243caf55b80e5a38a8df7,Anthony Kong,zxcvbn1312,anthony.kong.2015@sis.smu.edu.sg,M
4144ba693f74dc768d0b66de9c51bc38d8890f14,Antoinette Lam,zxcvbn1781,antoinette.lam.2015@sis.smu.edu.sg,F
44d96922880b8ebaa40f2edc57e054e10e10c67f,Antoinia Lam,zxcvbn1782,antoinia.lam.2016@sis.smu.edu.sg,F
44dc668ae4bb6558423068703010f58fffa54b1d,Antony Kong,zxcvbn1313,antony.kong.2015@sis.smu.edu.sg,M
456f41199b5670e70aec99d5be2af9f1b9e0580a,Aquinas Kong,zxcvbn1314,aquinas.kong.2013@sis.smu.edu.sg,M
46e4b89aa320b661dbcd72a3cb208fdeabb59d7d,Archibald Kong,zxcvbn1315,archibald.kong.2015@sis.smu.edu.sg,M
48216bac3184053294940d941d56bb28eb22bfd8,Ariadne Lam,zxcvbn1783,ariadne.lam.2014@sis.smu.edu.sg,F
48bd861c4ef3f05006c14395bf7eaa9fee0fea11,Ariana Lam,zxcvbn1784,ariana.lam.2014@sis.smu.edu.sg,F
496d091110bc94d5efdf6475b2534854e19a7acc,Arlene Lam,zxcvbn1785,arlene.lam.2014@sis.smu.edu.sg,F
49d900d26c1cec7403200d8df8b3b235dc41a20b,Arline Lam,zxcvbn1786,arline.lam.2016@sis.smu.edu.sg,F
4a1ddc652b28a2c002f6e4765183a91245b864d2,Arnold Kong,zxcvbn1316,arnold.kong.2016@sis.smu.edu.sg,M
4bab24fbe0953c6ee8376d29d16dfc20a53cc04b,Arthur Kong,zxcvbn1317,arthur.kong.2014@sis.smu.edu.sg,M
4d358f6d61ee55962c6857262b30d881d39c294c,Ashley Jones,asdfgh5474,ashley.jones.2014@sis.smu.edu.sg,F
4e1495acd214c7b985456ef02c7ed1924b5c43a1,Athanasia Lam,zxcvbn1787,athanasia.lam.2016@sis.smu.edu.sg,F
4eced715d6c52c97e679b141bdca7808aa6df58d,Athanasius Kong,zxcvbn1318,athanasius.kong.2016@sis.smu.edu.sg,M
4f1f445f97e7b4f535350a4a788902613e4cc906,Aubrey Kong,zxcvbn1319,aubrey.kong.2016@sis.smu.edu.sg,M
4fa52efb5d41d3dc2d61156d08c8868fa0ea4dd6,Audrey Lam,zxcvbn1788,audrey.lam.2016@sis.smu.edu.sg,F
51a4c4811358cd04d59739ebe13440a6ebe4420d,Augusta Lam,zxcvbn1789,augusta.lam.2016@sis.smu.edu.sg,F
52c99d2b92250e52059ee888e60a64e1f21f009f,Augustine Kong,zxcvbn1320,augustine.kong.2013@sis.smu.edu.sg,M
534391f0830a33b25e334144e478b3a6f81dfe72,Augustus Kong,zxcvbn1321,augustus.kong.2013@sis.smu.edu.sg,M
53f0a78ce8a328ef4ebf537e2d0dc9af986742a3,Aurelia Lam,zxcvbn1790,aurelia.lam.2016@sis.smu.edu.sg,F
546feb310eb7b69b7f19ecc85a0cb6f4fb8c8b77,Austin Kong,zxcvbn1322,austin.kong.2016@sis.smu.edu.sg,M
54c2ed3e47424bbfcaa275cf4798c7854aced6c8,Bablu Pillay,qwerty327,bablu.pillay.2013@economics.smu.edu.sg,M
56773365132fc18123977315f1fad41171e7fcc0,Babu Pillay,qwerty325,babu.pillay.2016@economics.smu.edu.sg,M
569778f04f34c5b90b8bb3d7470ae3428a558198,Babul Pillay,qwerty326,babul.pillay.2016@economics.smu.edu.sg,M
57f6694139e2fd8fff9012ea4fd2ebb1b5d32dc1,Bala Pillay,qwerty328,bala.pillay.2015@economics.smu.edu.sg,M
59bfa35400ec3d20af29d9710f648c385a7ebb3d,Balaram Pillay,qwerty329,balaram.pillay.2013@economics.smu.edu.sg,M
5a424e1dadaf6fede3c9aee5710f735aeb8186c8,Baldwin Kong,zxcvbn1323,baldwin.kong.2016@sis.smu.edu.sg,M
5a4ba3b38313f48b3fb9149fdcdcda163e2c3de4,Balram Pillay,qwerty330,balram.pillay.2013@economics.smu.edu.sg,M
5ac6ad354d9ccc30cd6d815fe06bac9331e121dc,Banti Pillay,qwerty331,banti.pillay.2016@economics.smu.edu.sg,M
5b2011a4d7b4545777e7d29c73cacf5e4f28d0dc,Barbara Jones,asdfgh5415,barbara.jones.2015@sis.smu.edu.sg,F
5b2a92ef4c1d2e8746172bbd3668488c61cd0e7d,Barbara Lam,zxcvbn1791,barbara.lam.2016@sis.smu.edu.sg,F
5d1eb5204620afec3f0706929fa16f84d323ca22,Barnabas Kong,zxcvbn1324,barnabas.kong.2014@sis.smu.edu.sg,M
5e0ffbdff9a92230223270dbc889f13cbfd659be,Barnaby Kong,zxcvbn1325,barnaby.kong.2016@sis.smu.edu.sg,M
5ea31d0824097d4076feda27779aa15f65f3b0b7,Bartholomew Kong,zxcvbn1326,bartholomew.kong.2014@sis.smu.edu.sg,M
603d5213c07184bcefc2be18dd8d8d4628b7c132,Basanti Pillay,qwerty332,basanti.pillay.2015@economics.smu.edu.sg,M
60ff4e5ce1a4ee5fcded9559324107596b3191f6,Basil Kong,zxcvbn1327,basil.kong.2015@sis.smu.edu.sg,M
6112c124334e3bfa609e7b5164a83d1425618c8d,Beatrice Lam,zxcvbn1792,beatrice.lam.2016@sis.smu.edu.sg,F
630e48bebfdf2b8168261e040cb9a6b926f6082d,Beatrix Lam,zxcvbn1793,beatrix.lam.2015@sis.smu.edu.sg,F
641445e6118d489bb2758379d1c7d7ca35faa8a9,Becket Kong,zxcvbn1328,becket.kong.2013@sis.smu.edu.sg,M
658757cc784f61d3da5ca47e46f995d2892bfb98,Bede Kong,zxcvbn1329,bede.kong.2016@sis.smu.edu.sg,M
65ad7c91aa356c55b6dbcdd3ded5609fda30207c,Beena Pillay,qwerty333,beena.pillay.2016@economics.smu.edu.sg,M
65c18978ff5937a5881d7fc73fec84956cedc643,Belinda Lam,zxcvbn1794,belinda.lam.2015@sis.smu.edu.sg,F
668329e90ee5f290f234f2d5178aea04b3ce91ff,Bella Lam,zxcvbn1795,bella.lam.2014@sis.smu.edu.sg,F
68372b6f239694fa32d02370185a8446cfb6262e,Belle Lam,zxcvbn1796,belle.lam.2015@sis.smu.edu.sg,F
6898ac67695ea1d75a6e819866230ca4e6c1d884,Benedict Kong,zxcvbn1330,benedict.kong.2014@sis.smu.edu.sg,M
6946a41c3e237bf97ec2ef3869dc920f575cc13c,Benjamin Fan,zxcvbn1261,benjamin.fan.2015@economics.smu.edu.sg,M
6a85b3ac993fa0bdf5fe39d935a1aa3f5ea34a53,Benjamin Kong,zxcvbn1331,benjamin.kong.2013@sis.smu.edu.sg,M
6aedbbc34d9cd9bc1a47680991c826ca3ceb2546,Bennet Kong,zxcvbn1332,bennet.kong.2016@sis.smu.edu.sg,M
6b2da2ab84589a457df830522721ea5dd2cd4862,Bennett Kong,zxcvbn1333,bennett.kong.2016@sis.smu.edu.sg,M
6c72ac91ec3a1f95862cf0a574e06b0989f4b3f8,Berenice Lam,zxcvbn1797,berenice.lam.2016@sis.smu.edu.sg,F
6dd38caaa9d0fe61546e773e6cd1d156fcba4e70,Bernadette Lam,zxcvbn1798,bernadette.lam.2013@sis.smu.edu.sg,F
6eb86171349c150108d961bd3b8e3c939ab53ce8,Bernadine Lam,zxcvbn1799,bernadine.lam.2015@sis.smu.edu.sg,F
6ebc97de2603d58257d1b804478369fdd9dd55a7,Bernard Kong,zxcvbn1334,bernard.kong.2016@sis.smu.edu.sg,M
6f014016fcb0497324aaa605896beca7e84e59bb,Bernice Lam,zxcvbn1800,bernice.lam.2015@sis.smu.edu.sg,F
716248a6da25729dff0083ac33e79e296e6134e9,Bertha Lam,zxcvbn1801,bertha.lam.2015@sis.smu.edu.sg,F
72094c4684acfd1fbdf57b06971daf22c05c4a6d,Bertram Kong,zxcvbn1335,bertram.kong.2016@sis.smu.edu.sg,M
729e7f2d22d9d55ab3a30fc81585eb77150b1837,Bertrand Kong,zxcvbn1336,bertrand.kong.2016@sis.smu.edu.sg,M
736aede665a66e0811d1acb7515d1450fe921a20,Bess Lam,zxcvbn1802,bess.lam.2014@sis.smu.edu.sg,F
739afa00320c306eabdd78a20dc59ffb32af5010,Beth Lam,zxcvbn1803,beth.lam.2015@sis.smu.edu.sg,F
74110980033f4ed6850836d9466913451b9ad036,Betsy Lam,zxcvbn1804,betsy.lam.2016@sis.smu.edu.sg,F
77f768d1282cadd3d34d2dcaab8c6bf6eca5d1e0,Betty Jones,asdfgh5425,betty.jones.2015@sis.smu.edu.sg,F
787a5623f4371417ddac055f44b21ba11afb3140,Betty Lam,zxcvbn1805,betty.lam.2013@sis.smu.edu.sg,F
787ca8fc7add5df342d9e861997ee8c8b8581dad,Beulah Lam,zxcvbn1806,beulah.lam.2016@sis.smu.edu.sg,F
78a93b772160429ef11f177cd25a76200d21fc53,Beverley Lam,zxcvbn1807,beverley.lam.2013@sis.smu.edu.sg,F
79df73dce6b329258ac2962030d25844b5fe8a02,Beverly Jones,asdfgh5484,beverly.jones.2016@sis.smu.edu.sg,F
7b2926b02d3cc5abd75838d8ea2590062596ee02,Beverly Lam,zxcvbn1808,beverly.lam.2016@sis.smu.edu.sg,F
7b3dd4f4e505b59f26a124d59d604cc1eb2dc616,Bhagya Pillay,qwerty334,bhagya.pillay.2013@economics.smu.edu.sg,M
7cd7137094227c1159d5e03274a802c7f18c7236,Bhagyashri Pillay,qwerty335,bhagyashri.pillay.2014@economics.smu.edu.sg,M
7cdd21fc785dbafbbbdea8050490ab34423f4152,Bill Kong,zxcvbn1337,bill.kong.2015@sis.smu.edu.sg,M
7ce876e7b58d0161ac890f07d12411fdd3e85522,Billy Wong,zxcvbn1246,billy.wong.2016@law.smu.edu.sg,M
7d3d6d64ede95aa86f5baa60b771d95e3500a160,Blaise Kong,zxcvbn1338,blaise.kong.2015@sis.smu.edu.sg,M
7d5d3c05ba31cd27a24f1332b8455547564460ef,Blanch Lam,zxcvbn1809,blanch.lam.2013@sis.smu.edu.sg,F
7eb034611356dd5a5a615a49e0addbf206c4c2e2,Blanche Lam,zxcvbn1810,blanche.lam.2014@sis.smu.edu.sg,F
7ec0e53bed0c4bfe85a6cb6c2ea49976b23a516e,Blase Kong,zxcvbn1339,blase.kong.2015@sis.smu.edu.sg,M
7f2183e28786495e0236814204f53584312ead2b,Bob Kong,zxcvbn1340,bob.kong.2014@sis.smu.edu.sg,M
7f78138820e59f1d0954e8cb207aff2a5992fed7,Bonaventure Kong,zxcvbn1341,bonaventure.kong.2016@sis.smu.edu.sg,M
7fce30b3a5f5c81802e1de88bd9f8bbde955def1,Bonita Lam,zxcvbn1811,bonita.lam.2014@sis.smu.edu.sg,F
801ddc2aac9192ffb3663d0292faf2a531249a91,Bonna Lam,zxcvbn1812,bonna.lam.2014@sis.smu.edu.sg,F
806608c00d0c257f0a6081136170fe5114397bcf,Bonnie Jones,asdfgh5499,bonnie.jones.2016@sis.smu.edu.sg,F
825866dc1130ced5f3c8e20df19c443392ccc21e,Bonnie Lam,zxcvbn1813,bonnie.lam.2014@sis.smu.edu.sg,F
82a58614d24575bcd2af581bbfdc6b2dbfca2052,Bonny Lam,zxcvbn1814,bonny.lam.2016@sis.smu.edu.sg,F
83c8598c2564b9761bac380e356c8ae79b152f55,Boris Kong,zxcvbn1342,boris.kong.2016@sis.smu.edu.sg,M
83e6d7c9a0b2cb03abf5a3d3c5bddb9635f12ca4,Boy Tan,zxcvbn2270,boy.tan.2016@accountancy.smu.edu.sg,M
851199c681e7878776412fd9af548abaf605d1a3,Brenda Jones,asdfgh5442,brenda.jones.2014@sis.smu.edu.sg,F
8632ca33a350c1ed1073e2ea5810f322b1e97c48,Brenda Lam,zxcvbn1815,brenda.lam.2013@sis.smu.edu.sg,F
88a004ecb0c39a614fc04a23d90adf9eaefb15a4,Brendan Kong,zxcvbn1343,brendan.kong.2014@sis.smu.edu.sg,M
896de78ed87c2f2c51341612397a03b19f4695d5,Brian Kong,zxcvbn1344,brian.kong.2015@sis.smu.edu.sg,M
8b30e2abb0a213fd486ecb7a29c74f3847a19577,Bride Lam,zxcvbn1816,bride.lam.2016@sis.smu.edu.sg,F
8bae902d59ccacefc76a921def6c92b33e6bde7f,Bridget Lam,zxcvbn1817,bridget.lam.2014@sis.smu.edu.sg,F
8be90abd1581521a4a740cc3d8cb193f72a609e7,Brigid Lam,zxcvbn1818,brigid.lam.2015@sis.smu.edu.sg,F
8c8fdc013a86fec81fe5cd2c65dd6d7899b8db4c,Bruce Kong,zxcvbn1345,bruce.kong.2016@sis.smu.edu.sg,M
8d90ac4d6d9bce0cffecb51d59a422a0e640790e,Bruno Kong,zxcvbn1346,bruno.kong.2014@sis.smu.edu.sg,M
8eb227a3be7f86d12867dcdb4e58dfd0c50d310e,Bryan Kong,zxcvbn1347,bryan.kong.2015@sis.smu.edu.sg,M
8f6217cb0e633441753069a1d41d8b0126e3e73a,Burton Kong,zxcvbn1348,burton.kong.2015@sis.smu.edu.sg,M
8f9b2035e78f20850da687d701e24a3a22b11679,Byron Kong,zxcvbn1349,byron.kong.2014@sis.smu.edu.sg,M
8faebeae1e012b1f30e964b2339ebbb43b89e4c5,Cadric Kong,zxcvbn1350,cadric.kong.2015@sis.smu.edu.sg,M
9061fd3c10edb7e9e4e6f2cf1d18a1a2a09aebf4,Cain Fan,zxcvbn1262,cain.fan.2014@economics.smu.edu.sg,M
906651cd3476db3decac2c1f6891ea1e4a5b83cf,Cajetan Kong,zxcvbn1351,cajetan.kong.2015@sis.smu.edu.sg,M
909f64f61aabfcd77e8697629a34b34d89f2d8c0,Calaude Kong,zxcvbn1352,calaude.kong.2015@sis.smu.edu.sg,M
911abe04e94c5c9cd7dd597ccdc26b7bc7abbf91,Caleb Kong,zxcvbn1353,caleb.kong.2016@sis.smu.edu.sg,M
92ae784cb8dfbae91e51dc16d1cf46285115f7a7,Camille Lam,zxcvbn1819,camille.lam.2016@sis.smu.edu.sg,F
93f60762e89f639bce2fd68a3d27dc50ba55d940,Campion Kong,zxcvbn1354,campion.kong.2014@sis.smu.edu.sg,M
99a44156a38724651142633d5562aafd8b5a8977,Candida Lam,zxcvbn1820,candida.lam.2013@sis.smu.edu.sg,F
9a54fd9dbdb33fd689b7b1f7cbc940e0f494b1b3,Candy Wong,zxcvbn1242,candy.wong.2013@law.smu.edu.sg,F
9a915ff811ea67aee2ca001cae0bb49f3e0eaf8c,Carl Kong,zxcvbn1355,carl.kong.2016@sis.smu.edu.sg,M
9af0695338dd7e5750200c6657cebca0533a9cea,Carlotta Lam,zxcvbn1821,carlotta.lam.2015@sis.smu.edu.sg,F
9bb9f94196f888cc0375f2365cce9faaa9ade9f4,Carol Jones,asdfgh5429,carol.jones.2014@sis.smu.edu.sg,F
9d680619915aa591ad267f50c1077b000c110f41,Carol Lam,zxcvbn1822,carol.lam.2016@sis.smu.edu.sg,F
9df2166065c595ca5445a1b982bc35d5a0a9bef8,Carola Lam,zxcvbn1823,carola.lam.2015@sis.smu.edu.sg,F
9eeb30663afe6853d7c1d075ccc7c96b32c217e3,Carole Lam,zxcvbn1824,carole.lam.2016@sis.smu.edu.sg,F
9f12f01ba4d2581fb55ab6f4ff5590ad14862fbb,Caroline Lam,zxcvbn1825,caroline.lam.2013@sis.smu.edu.sg,F
9f7bee88c0f2addcfec0ac66f81263ffe4e307ae,Carolyn Jones,asdfgh5453,carolyn.jones.2016@sis.smu.edu.sg,F
a039bba9c351613588b6f9d6a72f4a1e826509e6,Carrie Lam,zxcvbn1826,carrie.lam.2014@sis.smu.edu.sg,F
a09a222827412057c8f2a2cbc054a78750405174,Carroll Kong,zxcvbn1356,carroll.kong.2014@sis.smu.edu.sg,M
a0a3d3301bebde5bbd138dc95a527c344a4cd83d,Catharine Lam,zxcvbn1827,catharine.lam.2014@sis.smu.edu.sg,F
a1ae9b769cb13e7432e4abcbe6195a14acc33f7c,Catherine Jones,asdfgh5457,catherine.jones.2016@sis.smu.edu.sg,F
a2935f43f2227c7adba65c18888c4553c70d0462,Catherine Lam,zxcvbn1828,catherine.lam.2015@sis.smu.edu.sg,F
a2da3db5fde4373f26907000790f0ecdc4bcc5f0,Cecil Kong,zxcvbn1357,cecil.kong.2013@sis.smu.edu.sg,M
a2ddaca11e237e043af498fd2533795643613095,Cecile Lam,zxcvbn1829,cecile.lam.2014@sis.smu.edu.sg,F
a3d558be7b9304ca4f47193b77f3624d65a3b088,Cecily Lam,zxcvbn1830,cecily.lam.2013@sis.smu.edu.sg,F
a60ec48ff0c6a26c3b0a2ba164148469350ed388,Celesta Lam,zxcvbn1831,celesta.lam.2015@sis.smu.edu.sg,F
a63a88a772d1bbc4ba70bfae2cc5fb512a3c26dc,Celeste Lam,zxcvbn1832,celeste.lam.2014@sis.smu.edu.sg,F
a6bdd7a82e3f90d763bc7ff1ab605c9c99f64859,Celestina Lam,zxcvbn1833,celestina.lam.2014@sis.smu.edu.sg,F
a7f81e49471d8b87fb1d17c4f04b8166e637cf4f,Celia Lam,zxcvbn1834,celia.lam.2016@sis.smu.edu.sg,F
a8ef0d33e5731e7fa5bfec433ea838b513dc6ec3,Celine Lam,zxcvbn1835,celine.lam.2014@sis.smu.edu.sg,F
a973da6d5158401efd8e31c5d3d94691fa1a3087,Chad Kong,zxcvbn1358,chad.kong.2014@sis.smu.edu.sg,M
